# Created by Octave 5.1.0, Sat Apr 18 16:04:14 2020 GMT <unknown@LAPTOP-98VUH47R>
# name: errores
# type: matrix
# rows: 9
# columns: 2
 1 89.61666666666666
 2 89.61666666666666
 5 89.61666666666666
 10 89.61666666666666
 20 89.61666666666666
 50 89.61666666666666
 100 89.61666666666666
 200 89.61666666666666
 500 89.61666666666666


