# Created by Octave 5.1.0, Fri Apr 17 01:51:54 2020 GMT <SrVladyslaV@LAPTOP-98VUH47R>
# name: errores
# type: matrix
# rows: 9
# columns: 2
 1 75.466666666666669
 2 62.150000000000006
 5 30.483333333333334
 10 8.4000000000000004
 20 3.1000000000000001
 50 2.5
 100 2.3999999999999999
 200 2.75
 500 2.8166666666666664


