# Created by Octave 5.1.0, Fri Apr 17 18:04:40 2020 GMT <unknown@LAPTOP-98VUH47R>
# name: errores
# type: matrix
# rows: 9
# columns: 2
 1 75.466666666666669
 2 62.533333333333331
 5 30.516666666666666
 10 8.7166666666666668
 20 3.6333333333333337
 50 2.5333333333333332
 100 2.9666666666666668
 200 3.5999999999999996
 500 4.6333333333333329


