# Created by Octave 5.1.0, Sat Apr 18 01:24:43 2020 GMT <unknown@LAPTOP-98VUH47R>
# name: errores
# type: matrix
# rows: 9
# columns: 2
 1 74.633333333333326
 2 61.766666666666673
 5 30.016666666666669
 10 8.0833333333333321
 20 3.1833333333333331
 50 2.6166666666666667
 100 2.6833333333333336
 200 2.9000000000000004
 500 2.9333333333333331


